sampleID,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24,t25,t26,t27,t28,t29,t30,t31,t32,t33,t34,t35,t36,t37,t38,t39,t40,t41,t42,t43,t44,t45,t46,t47,t48,t49,t50,t51,t52,t53,t54,t55,t56,t57,t58,t59,t60,t61,t62,t63,t64,t65,t66,t67,t68,t69,t70,t71,t72,t73,t74,t75,t76,t77,t78,t79,t80,t81,t82,t83,t84,t85,t86,t87,t88,t89,t90,t91,t92,t93,t94,t95,t96,t97,t98,t99,t100,t101,t102,t103,t104,t105,t106,t107,t108,t109,t110,t111,t112,t113,t114,t115,t116,t117,t118,t119,t120,t121,t122,t123,t124,t125,t126,t127,t128,t129,t130,t131,t132,t133,t134,t135,t136,t137,t138,t139,t140,t141,t142,t143,t144,t145,t146,t147,t148,t149,t150,t151,t152,t153,t154,t155,t156,t157,t158,t159,t160,t161,t162,t163,t164,t165,t166,t167,t168,t169,t170,t171,t172,t173,t174,t175,t176,t177,t178,t179,t180,t181,t182,t183,t184,t185,t186,t187,t188,t189,t190,t191,t192,t193,t194,t195,t196,t197,t198,t199,t200,t201,t202,t203,t204,t205,t206,t207,t208,t209,t210,t211,t212,t213,t214,t215,t216,t217,t218,t219,t220,t221,t222,t223,t224
S_15277191,1.2631423,0.14432614,0.30452743,0.2664811,0.028083125,0.10529937,0.11349281,0.15039413,0.12456662,0.020602996,0.011810779,0.005095053,0.17887022,0.04417304,0,0.3447621,0.47776383,0.07350737,0.07507006,0.12753883,0.23175807,0.41712803,0.016438833,0.19525687,0.07687085,0.94980156,0,0.001450236,0.0915141,0.12764853,0.0735801,0.7208969,0.15852794,3.133779,0.012241565,0.330176,0.77845705,0,1.5432949,0,0.19517983,0.8731001,0.007924418,0.4675658,0.3173728,1.7297851,0.5029114,0.8782016,1.2159097,1.9583111,0.008479513,0.33921564,0.21000445,0,0.03279237,0,0.35553133,3.0086355,0.11363014,0.38998806,0.11039371,0.0385164,0.38073334,0.2533684,0.52873546,0,0.41895664,0,0.1561695,0.1340015,0.07799445,0.002257909,0.1345869,0.90626985,0.20794678,0.35076022,1.4798722,0.5520834,0.9195197,0.33575058,0.0644734,0.9970535,1.5018334,0.29873824,0.26724038,0.3892465,0.07699943,0,0.13109131,1.7978802,0.000751752,0.06267816,0.003067441,0.00508795,0.53003037,2.1607695,1.3816667,1.3972965,0.004045121,1.0493526,0.12843716,0.46505243,0.1834379,0.4346439,0.07121361,0.823735,1.2905276,0.70121366,0.019496344,0.074583605,0.3226898,0,0.6897019,0.15816624,0.13763162,0.66340274,0.36104116,0,0,0.094295174,0.05587034,0.4119242,0,0.66509473,0.11698649,7.8065386,0.20000526,0.19808668,0.002309159,0.3608686,0.15246442,0.035235167,0.14183448,0,0.8058174,0.08334636,0.7905237,1.1875887,0.25572386,0.12411139,0.120859094,0,0.9923719,0.02652477,0.006777299,0.078761555,0,0.6711314,0.08496571,0,0.21504834,0,0.46891838,1.9491823,0.67405784,0.038898747,0.5354899,0.07441925,1.0317987,0.003278867,0.528413,0.6371679,0.10935878,0,0.011606396,2.7155719,0,0.010232992,0.062571585,1.3247707,0.31274447,0,4.6084743,0.13958187,0.49155715,2.6820824,0.7067601,0.6714645,1.786285,0.1564967,0,0,1.2089944,0.5810417,0.74476683,0.004685463,0.18226011,0.023322796,0.028732505,0.049896687,1.2125136,0.5937828,0.6696378,0.05931886,0.4219019,0.2703117,0.89328635,0.31975704,0.72573626,0.17134763,1.6514497,0.13369237,0.41846034,0.34078267,0.29229107,0.07675811,0.03637888,0.00252551,0.07980476,0.80637217,0.020786334,0.007125334,0.08719402,0.024822844,0.013533919,0.3631519,0,0.13299529,0.081974454,0.7414409,0.5787252,0.70467615,0,0.14326714
S_15277192,0.97386193,0.15763888,0.300209,0.27291328,0.2307025,0.002996427,0.11491067,0.07825425,0,0.2031411,0,0,0.4606229,0.11176059,0,0.40314123,0.64932346,0.06538702,0.021558156,0.16282573,0.49170855,0.30070648,0.004178171,0.0335566,0.027534992,0.6364888,0.005468916,0.03668677,0.13138798,0.057732772,0.2509744,0.8105674,0.039512765,4.291814,0.28245357,0.44585535,1.0305643,0.000946556,2.0589452,0,0.30398926,0.34316716,0.124741614,0.3493535,0.4848882,1.3791368,0.06652429,1.2752228,2.2372246,0.6663194,0.11406626,0.40414903,0.39982605,0,0.0742843,0.012835777,0.7851081,3.9067018,0.19096246,0.90895987,0.29154792,0.06418859,0.5037372,0,0.1829987,0.004398482,0.1947358,0,0.038228765,0.044844482,0,0,0.4362442,1.5242676,0.376687,0.57934797,1.360059,0.58582056,0.560694,0.45658967,0.078340486,0.9613353,1.9215814,0.33367372,0.9285186,0,0.066093735,0.001392247,0,1.1445504,0,0.052005067,0.002692024,0.004750616,1.7783518,1.5094866,2.0188258,2.8113291,0.001252632,0.7968339,0.1903219,0.22761485,0.36964846,0.7810073,0.028256154,0.57646877,1.8197459,0.7677993,0.12322648,0,0.67645884,0,1.1731117,0.16888358,0.48185632,0.5679829,0.25913522,0,0.24379456,0.26144207,0.11495568,0.013442922,0,0.018245475,0.18571061,8.281848,0.48035663,0.31556675,0.010349214,0.21921,0.009009437,0.06565141,0.09308144,0.005093694,0.91248906,0.3189248,0.6636202,1.3671497,0.5989532,0.36540937,0.031975735,0.10527602,0.2689411,0.028055677,0.12470105,0.20552693,0.002440185,0.9989243,0.003002206,0,0.39208668,0.11320949,0.7787934,2.8219512,1.2416543,0.17487346,0.26081413,0.11675514,1.3081468,0,0.84760725,0.8699366,0.16801435,0,0.024582405,1.7803197,0.02205906,0.05057627,0.18154302,1.4130868,0.4390555,0.000865226,3.6580992,0.062205713,0.13641816,2.4065433,0.1429495,0.3791792,2.470387,0.12668058,0,0.007613765,0.049830437,1.2628832,0.8645248,0.2674016,0.113301024,0.36130363,0.012091415,0.010130757,1.4615794,0.14562437,1.1473712,0.49928388,0.3540169,0.31514993,1.442933,0.21842259,1.82214,0.4730799,1.419214,0.03506632,0.0750884,0.5321991,0.20635267,0.44356316,0.038750596,0.002936492,0.5786395,0.8105654,0.25248337,0.004656586,0.03990023,0.01809315,0.014157152,0.30628866,0,0.027952522,0.015102163,1.7298436,1.237371,0.73101765,0,0.07729827
S_15277193,0.7981343,0.057259597,0.2094295,0.11644261,0.008984876,0.07239371,0.2065921,0.05047281,0.05404485,0.0440855,0.114360616,0.011788588,0.33244225,0.028898453,0.000711142,0.60536075,0.88889587,0.3981298,0.148794,0.11482388,0.77384853,0.4724172,0.001307344,0.048885666,0.17601381,0.56015754,0,0.016487585,0.31117207,0.08406419,0.27127734,0.61906385,0.02626287,4.01024,0.32556847,0.42842063,0.96850866,0,2.9257398,0,0.2765949,0.3892451,0.07494184,0.48668185,0.3874416,1.0999966,0.18240997,1.483127,1.4906572,0.49702013,0.122766845,0.8828348,0.0446123,0.100225516,0.00900153,0.010482245,0.54322094,4.3145766,0.12985635,1.1053613,0.38680813,0.19856662,0.621732,0.000164448,0.12675837,0.11112197,0.2192927,0.005432484,0.02671868,0.08440329,0,0.004665039,0.5672977,0.8394582,0.340247,0.520848,2.11162,0.6784348,0.8340105,0.62813336,0.025164546,0.9633042,1.752547,0.4561092,0.39294037,0.002946412,0.049869027,0,0.003875279,1.0227458,0,0.22603886,0,0.001186143,1.2709228,0.97474957,2.276727,2.4829836,0,1.0513256,0.10963687,0.1594643,0.14033729,0.8106297,0.036483284,0.66169935,2.2127845,0.60674626,0.03959161,0.000488722,1.0586795,0,1.2432524,0.11114972,0.057976928,0.7590175,0.22329672,0,0,0.11340978,0.010836696,0.006408833,0.000647012,0.33169228,0.27900484,8.061864,0.25535876,0.18240775,0.038040634,0.5522026,0.05121806,0.33133122,0.01906746,0,1.2078013,0.6332547,0.7649192,1.4080809,0.19792627,0.038717084,0.3371052,0.14285146,0.3123846,0.014469743,0.17793882,0.02295297,0,0.6340562,0.007016805,0,0.4491422,0,1.4902388,2.9194853,1.3751082,0.034553006,0.1469831,0.183517,1.1551557,0,1.0231124,0.93421125,0.14959694,0,5.44E-05,1.6999037,0,0.021883471,0.038826127,1.8141804,0.6010386,0,3.0356526,0.22019102,0.057960268,2.4317243,0.19127157,0.3535711,2.4198444,0.29977354,0,0.029217154,0.013661243,0.7852351,0.8557782,0.29979533,0.27706632,0.21378098,0.03870994,0.051703617,1.6964573,0.11618669,1.2097405,0.02173809,0.53493434,0.37007648,1.7047882,0.31275234,1.7462739,0.36386463,1.2392771,0.13479176,0.043909404,0.40721932,0.051605172,0.5785837,0,0.003146089,0.09747334,1.2984364,0.11115699,0,0.037623655,0.011423701,0.22687882,0.31574273,0,0.005334186,0.001209226,2.0479298,1.0267965,0.82655495,0,0.09163507
S_15277194,0.4368762,0.057292543,0.070733905,0.17751084,0,0.04124276,0.31714654,0.13007274,0.2969836,0,0.026493788,0.041897647,0.56646216,0.18967596,0,0.14347863,0.7066081,0.23794465,0.056313,0.004397776,0.64239544,0.54807264,0.042765714,0.023855723,0.164172,0.7563369,0.010208829,0,0.003438225,0.11736972,0.14471821,0.14053191,0.09623762,2.6790264,0.16295479,0.43699667,0.60408384,0.10299804,0.62776005,0,0.20215952,0.08918094,0.0654451,0.20308375,0.25882784,1.0315663,0.18828452,1.5831329,1.3888296,1.1934996,0.10176931,0,0,0,0.059187412,0,0.10105444,3.2633283,0.25411573,0.6574994,0.50321877,0.004486619,0.43721128,0,0.33095968,0,0.093784556,0.016281908,0.065408684,0.15481116,0.013303798,0.022261119,0.19739716,0.31704327,0.6643952,0.139543,1.0543652,0.45588,0.9840513,0.23848304,0.23500904,0.74355674,1.5376008,0.59605575,0.47755966,0.018311523,0.03239205,0.011744102,0.020609988,0.9638491,0,0.039997272,0.01689928,0.001053785,0.67968416,1.2962095,1.0741516,1.751121,0.05916826,0.3992766,0.27053657,0.005973233,0.232746,1.6376698,0.05932659,0.38347182,0.73826987,0.578117,0.04572001,0.011141906,0.10913309,0,0.33069822,0.022737768,0.101347886,0.90327346,0.43431565,0,0,0.020079372,0,0.17128393,7.51E-06,0.004368144,0.11208611,7.443955,0.001464002,0.05066466,0.016153142,0.022006735,0.004806998,0.45825145,0.01444527,0,0.5409038,0.036334448,0.79276437,0.7216009,0.31878585,0.10217785,0.33817837,0.098046646,0.79260004,0.09160907,0,0.03245713,0.024352193,0.24463944,0.05910345,0,0.035730653,0,0.23949446,2.7039666,0.82824904,0.0680376,0.42360777,0.30473825,0.6627667,0,0.07649717,0.47279412,0.27163306,0,0.018803876,1.396753,0,0.006162953,0.12989894,0.69042665,0.46949166,0,3.6395123,0.07211942,0.09397876,1.4624648,0.1117974,0.36266246,2.7023623,0.22700359,0,0.026868932,0.07920117,0.38954896,0.68647844,0.60882163,0.18774568,0.07969475,0.006371121,0.23924842,0.704351,0.20579444,0.55246913,0,0.36123872,0.6402879,0.78605115,0.35410705,1.3800542,0.07417441,0.7690605,0,0.17388047,0.022916833,0.38888958,0.11920506,0,0.031170506,0.000491473,0.1765962,0.008455025,0.05540318,0.05231126,0,0.096374094,0.4677347,0,0.023836054,0.001014212,0.40974745,0.23799665,0.43227267,0,0.40485474
S_15277195,0.7091195,0.022029504,0.86884594,0.8506586,0.072387025,0.041275118,0.418653,0.065822065,0.16879354,0.07747892,0.07279911,0.13910477,0.6728524,0.14517081,0,0.6331588,1.0475402,0.44982314,0.23993643,0.1597282,0.82770336,0.28206137,0,0.04061325,0.5084063,0.90720224,0,0.02250917,0.19942708,0.003479428,0.62185884,0.6132476,0,3.0652122,0.11772401,0.6943512,1.1471581,0.28757447,1.6304559,0,0.31772426,0.06360484,0.057697434,0.98238873,0.36403838,1.2388065,0.21147887,0.86198723,1.3817422,1.3320287,0.3347027,0.084260345,0.12617563,0.0426342,0.27924502,0.050751794,0.33520404,3.3673697,0.19971943,0.44195926,0.45913306,0,0.14061548,0.000395663,0.18128508,0.000307543,0.32879692,0.003283223,0.2208655,0.20974185,0.054635633,0.000752572,0.3269282,0.24394786,0.15877275,0.61708146,1.4091749,0.42738834,0.74221414,0.45318955,0.21049546,1.166842,1.5565542,0.44053483,0.52831525,0.003571474,0.39601097,0.002155421,0.004022114,1.1341718,0,0.05199761,0.06752316,0.13023756,1.0707273,1.3151529,1.9381307,2.5096986,0.09101877,1.3776636,0.39572167,0.005054442,0.25127095,1.1540804,0.024966748,0.9616508,1.312694,0.3250013,0.3600787,0.005815833,0.2747771,0,0.53395873,0.25443122,0.42169932,0.562766,0.5351878,0,0.018963624,0.49763644,0.056214422,0.19327381,0,0.013812131,0.28829867,8.6132965,0.03432681,0.07285349,0.09439515,0.3240113,0.00410536,0.49992293,0.14841658,0,0.7358441,0.13718441,0.7260239,1.4734707,0.06608595,0.17422237,0.37172154,0.18040097,0.98855215,0.021734549,0.08380212,0.34938517,0.071767926,0.7715307,0.08733412,0.024229812,0.5608466,0,0.26600307,2.7747042,0.9575974,0.10000988,0.18835403,0.16334274,1.1633701,0,0.65153056,1.1416807,0.32420638,0,0.000696273,2.2240272,0,0.085490346,0.27967486,1.1027085,0.50966066,0,3.9246674,0.52168614,0.098158635,2.9335957,0.5101624,0.59802294,2.5391793,0.09497429,0,0,0.16090049,0.99692965,0.62894267,0.8620913,0.08181896,0.051752508,0.001329707,0.22649738,0.9735143,0.33249003,0.8167491,0,0.6307557,0.887145,1.3350447,0.26985672,1.6425724,0.83880514,1.3054703,0.11384019,0.45046157,0.103354,0.48220664,0.67338586,0,0.22964145,0.0761701,0.85740465,0.15104735,0.008812202,0.2187399,0.0666424,0.3773687,0.43212143,0,0.15305816,0.22659348,1.1696507,1.0382303,1.1461887,0,0.542908
S_15277196,0.7765561,0.29724908,0.30608058,0.04039648,0.10210998,0.024376314,0.35228628,0.21088226,0.009108062,0.099397734,0,0.000881768,0.27875635,0.09586182,0,0.15908033,0.2791631,0.04418306,0.007991481,0.16540453,0.41546655,0.24217212,0,0.06799732,0.05912925,0.68120456,0.001206423,0.026938444,0.21619703,0.003741747,0.2474786,0.66622347,0.06022296,3.966438,0.26033857,0.4354694,0.75079954,0.031377047,1.334575,0,0.28425926,0.4461132,0.054154493,0.6489091,0.67631334,1.172635,0.03186596,1.4345155,1.8853422,1.1732101,0.081042364,0.6233516,0.098328784,0.049067684,0.053996973,0,0.13944297,4.0065703,0.24156684,1.2762173,0.5421394,0.0809408,0.8090101,0,0.10055246,0.103530884,0.19904298,0,0.02742798,0.039405152,0.015398975,0.007465134,0.5875907,1.4181925,0.69675183,0.21748103,1.1929866,0.8362707,0.7397341,0.4393672,0.18860525,0.8451103,1.7888011,0.17963739,0.7104278,0,0.039376628,0.001469175,0,1.1334127,0,0.11001848,0.00265666,0,1.2081692,0.67691123,1.8231924,2.827746,0.107411936,0.6592377,0.1707402,0.062157232,0.15330333,1.2823418,0.02970846,0.3598667,2.0097241,0.5350791,0.090952374,0,0.5587226,0,0.9531439,0.00908563,0.11393747,0.7826205,0.30588758,0,0.001144505,0.08015472,0.15006934,0.12055899,0.02303067,0.3863439,0.15286101,7.0527034,0.1584861,0.031436987,0.020327937,0.21993063,0.017710289,0.06289995,0.006240335,0,0.54308003,0.40689343,0.83475924,1.0338569,0.38642195,0.084981605,0.119337976,0.09475463,0.31156355,0.006053472,0.025890643,0.096523635,0,0.5580342,0,0.006935117,0.07771808,0,0.95040274,2.0808942,0.743616,0.03584086,0.03853742,0.013579777,0.9175797,0,0.80602396,0.5884954,0.20833272,0,0,2.189439,0,0.005215186,0.06541563,0.6155639,0.2978919,0,3.7818937,0.027692398,0.022667574,2.0616798,0.27206844,0.2787472,2.526429,0.053489886,0,0,0.43645665,0.82804203,0.9711703,0.19552347,0.31158483,0.30662388,0.020752406,8.38E-05,1.2931199,0,0.78211397,0.21408838,0.34017617,0.34159726,1.0798788,0.23643766,1.6596668,0.060089853,0.65766954,0.049688905,0.22147413,0.2206728,0.4275808,0.37479565,0.010682439,0.005482062,0.06988013,0.77251875,0.029700639,0,0.015513719,0.00104747,0.009277021,0.41276962,0,0.088721976,0.002500602,0.943588,0.5187278,0.84998727,0.000293619,0.17508715
S_15277197,1.1186813,0.31229696,0.4071829,0.21544553,0.17614454,0.13650002,0.085330665,0.26860082,0.055969395,0.084517136,0.004808293,0.01626892,0.15874775,0.1531244,0,0.18843053,0.8994504,0.47759473,0.05690309,0.2786469,0.29105678,0.66228706,0.022995397,0.002804956,0.050676476,1.1514332,0,0.20044583,0.3654471,0.03868991,0.10454498,0.6199896,0.09625699,2.8041818,0.10098046,0.37500268,0.9369469,0.048411876,2.3956184,0,0.22910278,0.45531517,0,0.29453257,0.3613247,1.1669995,0.49902526,0.5417782,1.7313105,2.0141141,0.12066847,0.97110045,0.12778573,0.030225262,0.0888671,0,0.9037618,3.5183837,0.18796757,0.9296906,0.39400482,0.049732413,0.642482,0.043658655,0.1883915,0.20787266,0.4881953,0.014042696,0.07352653,0.16492556,0.26308382,0.000910005,0.2558869,0.6104366,0.8784534,0.5526804,1.3345069,0.44928423,0.8212614,0.36986372,0.0911473,0.9237473,1.9400909,0.32546502,0.8028844,0.005199174,0.12426138,0.006501433,0,1.2879139,0,0.25796148,0.01257663,0.12542546,1.1391824,1.969791,1.2418622,2.2943745,0.0059286,1.2854756,0.21161097,0.18627879,0.07549517,0.6523831,0.07338724,0.5747486,1.26209,0.7879448,0.3052143,0.003546728,0.7864398,0,0.8869073,0.34112754,0.026930792,0.654542,0.13150531,0,0,0.29202342,0.14446577,0.10911483,0.012550809,0.33346134,0.17293867,7.79021,0.18649298,0.40831187,0.12862879,0.41942817,0.1594533,0.07851426,0.039898764,0.007709647,0.82506025,0.2215018,0.44268033,1.3550863,0.57243776,0.094160914,0.15035857,0.037074815,0.4687637,0.09838209,0.062885165,0.11585476,0,0.19414003,0.002873603,0.001884935,0.50756466,0,0.62128407,2.14602,1.0835066,0.04636957,0.094444714,0.16734731,1.4173105,0,0.5988638,0.47398973,0.18992959,0,0.006207347,1.558315,0.016548418,0.003873172,0.12524985,1.2165457,0.63915974,0.013972903,3.9960158,0.10878737,0.22676845,1.4657067,0.7583853,0.59043854,2.6993856,0.19618309,0,0,0.9117437,1.0035177,0.829332,0.8324763,0.2929748,0.012563575,0.1779286,0.02024154,1.0271698,0.27905855,1.2199087,0.17149425,0.37868068,0.6611086,1.0312957,0.065570295,0.91210985,0.21452865,1.1206564,0.34895557,0.32527742,0.6158018,0.61852354,0.24777703,0.005351074,0.082153,0.16304651,1.7491003,0.07403821,0.00649501,0.05006569,0.08384018,0.021603415,0.20874983,0,0.07427119,0.000179546,1.2739681,0.8311411,0.96682817,0,0.16567457
S_15277198,0.86900336,0.036859393,0.3828355,0.23536916,0,0.047477283,0.34970984,0.08713528,0.14028051,0.032024108,0,0.08803552,0.51140285,0.052900802,0,0.24355686,0.51810205,0.08842957,0.03565322,0.06523836,0.50153565,0.19584829,0,0.04383128,0.082453,0.8041881,0.004481526,0.016907932,0.17620398,0.015986035,0.3811891,0.6235243,0.015783658,3.161633,0.008271155,0.5323589,0.7158509,0,0.9650045,0,0.11738624,0.35741448,0.17430332,0.8292986,0.37266314,0.756946,0.21588168,1.1292781,2.0535765,1.04926,0.066632636,0.25683793,0.060620733,0,0.29058036,0.003360061,0.6096347,3.646,0.05101155,0.97004116,0.22087751,0.018546667,0.32589617,0,0.16057223,0.025419783,0.23358496,0,0.046022464,0.06564186,0.068885356,0.012687039,0.12724195,1.1110798,0.25191498,0.63344157,1.3481967,0.4421046,0.7520108,0.3671045,0.26952556,0.90763235,1.4153016,0.31001943,0.8167414,0.048948716,0.07096695,0,0,1.2364985,0,0.108910985,0.001917707,0.006339414,0.7397687,1.2685583,1.1687695,2.546423,0.13100126,1.5103438,0.28775722,0.32601056,0.13075782,0.7366043,0.03217757,0.78975296,1.0506369,0.3576293,0.19146362,0.008041551,0.31675485,0,0.6828547,0.064084075,0.1592876,0.4981545,0.5900615,0,0.11988303,0.22085191,0.15929882,0.19236495,0,0.28215164,0.06755574,8.100154,0.699414,0.13396001,0,0.17854576,0.042126063,0.2627822,0.018777637,0.003498945,0.6413641,0.09104842,0.41428146,1.3060763,0.15527041,0.19402006,0.1728605,0.007143881,0.9165815,0.026680944,0.08096003,0.31796685,0.018208724,0.77346057,0.047553115,0.021910034,0.2682198,0,0.42981648,2.3589227,0.6751328,0.21877682,0.21465522,0.16754396,0.7102597,0.000705358,0.71824163,0.34551662,0.19651616,0,0.006931935,2.2123148,0.013283158,0,0.07984811,0.92342156,0.123073,0.013247958,5.417643,0.0158761,0.2773149,2.699062,0.23774266,0.5070969,2.3207552,0.104276665,0,0,0.5458596,0.8235436,0.55847466,0.1954019,0.020525888,0.022585956,0.01860144,0.04136035,1.0811261,0.2511021,0.4692677,0.18260564,0.47338387,0.5444146,0.7188128,0.25733057,0.69538796,0.21401104,0.97434354,0.109115876,0.24325745,0.086177796,0.5993606,0.18428338,0.000573743,0.0540772,0,0.5864222,0.11198419,0,0.021278478,0.001016464,0.003259145,0.6915835,0,0.059626084,0.001704682,0.8487538,0.50148094,0.9927829,0,0.27948344
S_15277199,1.6841264,0.08453388,0.2759785,0.10130478,0.15457128,0.08814651,0.19084893,0.07553758,0.064978175,0.09848594,0.02522307,0.0811724,0.32141164,0.014981825,0.000819369,0.023964982,0.98085475,0.08413302,0.001190358,0.14819211,0.100210756,0.47637326,0.013458274,0.065421835,0.033917185,0.44231272,0,0.019041283,0.7171713,0,0.22904481,0.95303726,0.029078187,4.006926,0,0.26989937,0.8337084,0.07141313,1.7717217,0,0.34128648,0.82893854,0.042821612,0.40829584,0.43098816,1.8489003,0.25983194,0.5927057,2.0531638,1.2501787,0.002169712,0.5050258,0.09624845,0,0.019719426,0,0.85612214,2.5544174,0.31266898,1.3030775,0.19326739,0.13464595,0.7543369,0.011093127,0.003419821,0.034296323,0.094292775,0,0.100154154,0.12528673,0.049806025,0.021834105,0.41337803,1.1387999,0.6663384,0.6707956,1.358282,0.49696285,0.63031584,0.72264016,0.31493744,0.6293735,1.7672143,0.16721134,0.40341443,0.06086263,0.098101914,0,0,1.0859619,0.005655328,0.16788726,0.004681122,0,0.6943757,1.0323052,1.4729798,3.1045148,0.19293721,0.9748906,0.6496991,1.2742325,0.2969239,0.38510966,0.000569412,0.75723547,1.7508292,0.29311845,0.1535385,0.2738904,0.6811805,0,1.5900558,0.031277057,0.062345143,1.212183,0.32036304,0,0,0.48727494,0.016184848,0.10669315,0,0.513655,0.18448657,8.564049,0.4111523,0.42056507,0.016452413,0.25317767,0.56232566,0.15016042,0.09542638,0,0.7912311,0.47190756,0.6883921,1.1218871,0.5363227,0.3137636,0.14759491,0.029103644,0.8899879,0.03154754,0.34702006,0.21268313,0.04265642,0.98661345,0.12968831,0,0.059793487,0,0.42046145,2.1257398,0.7681572,0.04105997,0.018779121,0.012599766,0.82368106,0,1.1006628,0.3337986,0.18082021,0,0.022571594,2.4861948,0.0753221,0.080729745,0.06482003,1.3464637,0.5057654,0.007416234,5.7178726,0,0.40380183,2.6608229,0.7769682,0.56505835,1.9025842,0.000875824,0,0.008487516,1.031334,0.8951669,0.5585873,0.07456251,0.35452452,0.12911645,7.14E-05,0.025043469,1.573736,0.04055715,0.81702477,0.49391493,0.66093886,0.30906507,1.154268,0.025884809,0.9825425,0.34191185,0.4634538,0.38427815,0.21833357,0.9703145,0.5524263,0.17301369,0.15323132,0.08740069,0.049660828,0.63129544,0.099212356,0,0.102473035,0.006775906,0.01637822,0.28570223,0.001714637,0.035892814,0.03036901,1.175641,0.6893254,1.71851,0,0.08828364
S_15277200,1.5092437,0.433234,0.54896754,0.04071785,0.117876425,0.19276634,0.36039963,0.237267,0.015013221,0.2581302,0.03304615,0.06329471,0.1861833,0.030656805,0.002605049,0.33761698,0.35490993,0.07745966,0.12246767,0.49609867,0.4251958,0.5664293,0.033793375,0.11848598,0.07046813,0.2886253,0,0.31012958,0.4567717,0.035628814,0.16726865,0.83079374,0.27901903,3.6356301,0,0.23825204,0.7263661,0.09535761,1.782201,0,0.1786079,0.7645398,0.1395457,0.97052985,0.577919,2.186097,0.3531761,0.58305186,2.046321,1.9480444,0.10134847,0.4187176,0.16425735,0.001420017,0.024614507,0,0.6223984,3.5593414,0.25213778,1.4739839,0.7640645,0.095690824,1.0113416,0.016132206,0.14940962,0.13720256,0.43577337,0,0.19748677,0.07398709,0.036713205,0.057351377,0.52155346,0.86716545,0.7135299,1.108428,1.3359196,1.0358824,1.2697327,0.29803672,0.10598077,0.5404858,1.6217037,0.16524303,0.26533258,0.003350262,0.030596314,0,0.020740714,1.0287703,0,0.09674555,0.016462494,0,0.37975946,0.7767982,1.2041748,2.2904172,0.001009537,0.9264649,0.04906239,0.07757505,0.17016836,0.72508144,0.05086466,0.37031147,1.5625436,0.94178385,0.02547845,0.008191197,0.23221599,0,0.5607391,0.58533347,0.30586696,0.54998,0.34061784,0,0,0.23459296,0.037283897,0.016192434,0.017789595,0.5371479,0.13103727,7.287311,0.021125712,0.38641793,0,0.45471755,0.14873306,0.13582747,0.073862776,0.09902774,0.3991739,0.16741526,1.0897206,1.3371515,0.5558774,0.065646484,0.3661742,0.041751545,0.4149382,0.019224739,0.05154694,0.1429475,0.01039596,0.5875548,0.017924812,0,0.24444269,0,0.5588635,1.6867889,0.57699764,0.04707034,0.25893518,0.098712504,0.8643659,0,0.68738806,0.6425976,0.08295167,0,0.005378305,2.4692545,0,0,0.41885397,0.37732366,0.34550747,0.014383518,4.00374,0.36270663,0.03628993,2.2844338,0.19519584,0.3602863,2.0396006,0.07403038,0.014931821,0.06509125,1.105599,1.346808,0.35615605,0.052262668,0.27885488,0.026246477,0,0.02831751,1.1081618,0.07930046,0.35738233,0.38066047,0.3733604,0.3462592,1.0557139,0.18320921,0.95489967,0.13647659,0.6017521,0.010509159,0.7118876,0.10556114,0.5267369,0.07165166,0.058242496,0.011459693,0.14603671,0.68165165,0.124711,0.02311701,0.01121661,0.03288389,0.036924887,0.2727893,0,0.35373226,0.12999962,0.87786156,0.2377133,0.90998435,0,0.2934881
